Accident_Index,Accident_Severity,Speed_limit,Junction_Detail,Junction_Control,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Vehicle_Manoeuvre
201331B122413,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead left-hand bend
201331B122413,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead right-hand bend
201331B156713,Slight,30.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201331B269913,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine + high winds,Wet or damp,Pedestrian in carriageway - not injured,Going ahead other
201331B269913,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine + high winds,Wet or damp,Pedestrian in carriageway - not injured,Going ahead other
201331C008013,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Wet or damp,Pedestrian in carriageway - not injured,Going ahead other
201331C019613,Serious,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Pedestrian in carriageway - not injured,Going ahead other
201331C032813,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
201331C035213,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Turning right
201331C056313,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
201331C120713,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
201331C136913,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Turning left
201331C194613,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Waiting to go - held up
201331C219213,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Turning left
201331C260213,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
201331D110713,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
201331D242613,Slight,30.0,Crossroads,Stop sign,Raining no high winds,Wet or damp,Previous accident,Going ahead other
201331D242613,Slight,30.0,Crossroads,Stop sign,Raining no high winds,Wet or damp,Previous accident,Going ahead other
201331D256913,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
201332B007013,Slight,50.0,Other junction,Authorised person,Fine no high winds,Wet or damp,Other object on road,Going ahead left-hand bend
201332B007013,Slight,50.0,Other junction,Authorised person,Fine no high winds,Wet or damp,Other object on road,Moving off
201332E017613,Slight,60.0,T or staggered junction,Give way or uncontrolled,Snowing no high winds,Snow,Previous accident,Slowing or stopping
201332E017613,Slight,60.0,T or staggered junction,Give way or uncontrolled,Snowing no high winds,Snow,Previous accident,Going ahead other
201332E162813,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Moving off
201332E210613,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Turning right
201332E322513,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Other object on road,Going ahead other
201332E385013,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
201332L191213,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201332L469313,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining + high winds,Wet or damp,Other object on road,Slowing or stopping
201332N036613,Slight,40.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Going ahead other
201332N056113,Fatal,70.0,Slip road,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201332N080613,Slight,30.0,T or staggered junction,Give way or uncontrolled,Unknown,Dry,Pedestrian in carriageway - not injured,Going ahead other
201332N177413,Slight,30.0,Roundabout,Auto traffic signal,Fine no high winds,Dry,Other object on road,Going ahead other
201332N387313,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Moving off
2013331300365,Serious,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Previous accident,Turning right
2013331300365,Serious,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Previous accident,Going ahead other
2013331300365,Serious,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Previous accident,Going ahead other
2013331300603,Serious,40.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
2013331300672,Serious,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
2013331300672,Serious,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Slowing or stopping
2013331300981,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Slowing or stopping
2013331300981,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Waiting to go - held up
2013331301007,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Parked
2013331301007,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Going ahead other
2013331301007,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Slowing or stopping
2013331301007,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Slowing or stopping
2013331301767,Slight,60.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Moving off
2013331302072,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine + high winds,Dry,Previous accident,U-turn
2013331302072,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine + high winds,Dry,Previous accident,Waiting to go - held up
2013331302072,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine + high winds,Dry,Previous accident,Going ahead other
2013331302359,Slight,40.0,Roundabout,Give way or uncontrolled,Fine no high winds,Wet or damp,Pedestrian in carriageway - not injured,Waiting to go - held up
2013331302359,Slight,40.0,Roundabout,Give way or uncontrolled,Fine no high winds,Wet or damp,Pedestrian in carriageway - not injured,Going ahead other
2013331302388,Serious,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Waiting to go - held up
2013331302388,Serious,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
201334NK01993,Serious,30.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Frost or ice,Other object on road,Going ahead other
201334WN14533,Slight,40.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Waiting to go - held up
201334WN14533,Slight,40.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Waiting to go - held up
201334WN19453,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Going ahead other
201334WN19453,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Turning right
201334WS20635,Serious,70.0,Slip road,Give way or uncontrolled,Other,Wet or damp,Other object on road,Overtaking - nearside
201334WS20635,Serious,70.0,Slip road,Give way or uncontrolled,Other,Wet or damp,Other object on road,Overtaking - nearside
201334WS20635,Serious,70.0,Slip road,Give way or uncontrolled,Other,Wet or damp,Other object on road,Overtaking - nearside
201334WS20635,Serious,70.0,Slip road,Give way or uncontrolled,Other,Wet or damp,Other object on road,Parked
201334WS21263,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2013350315513,Slight,70.0,Slip road,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Changing lane to right
2013350315513,Slight,70.0,Slip road,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Overtaking moving vehicle - offside
2013350316213,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Going ahead other
2013350318413,Slight,40.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Other object on road,Turning right
2013350318413,Slight,40.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Other object on road,Going ahead other
2013350332313,Slight,30.0,T or staggered junction,Give way or uncontrolled,Unknown,Dry,Pedestrian in carriageway - not injured,Going ahead other
2013353028313,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Pedestrian in carriageway - not injured,Going ahead other
2013353028313,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Pedestrian in carriageway - not injured,Slowing or stopping
2013353040113,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
2013353051513,Slight,60.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Turning right
2013353051513,Slight,60.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead left-hand bend
2013353079513,Slight,60.0,Roundabout,Give way or uncontrolled,Fine + high winds,Dry,Previous accident,Slowing or stopping
2013353079513,Slight,60.0,Roundabout,Give way or uncontrolled,Fine + high winds,Dry,Previous accident,Waiting to go - held up
2013353105113,Serious,60.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Going ahead left-hand bend
2013360070768,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Reversing
2013360074887,Slight,60.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Turning right
2013360074887,Slight,60.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
2013360074887,Slight,60.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
2013360074887,Slight,60.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
2013360075953,Serious,50.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Going ahead other
2013360075953,Serious,50.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Going ahead other
2013360075953,Serious,50.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Going ahead other
2013360076392,Slight,50.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Turning right
2013360076392,Slight,50.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Going ahead other
2013360076392,Slight,50.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Waiting to turn left
2013360076392,Slight,50.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Waiting to turn left
201336T130051,Serious,30.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead left-hand bend
201337EA70088,Serious,30.0,T or staggered junction,Give way or uncontrolled,Snowing no high winds,Wet or damp,Other object on road,Overtaking static vehicle - offside
201337EA71230,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead right-hand bend
201337EA74244,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
201337EA74347,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
